Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM,year
Bears,                    475                  ,                    2018                  ,                    4.2                  ,                    14                  ,                    13                  ,                    1                  ,                    41T                  ,                    119                  ,                    25                  ,                    5                  ,2021
Cowboys,                    473                  ,                    2119                  ,                    4.5                  ,                    15                  ,                    11                  ,                    2                  ,                    58                  ,                    111                  ,                    23.5                  ,                    8                  ,2021
Bills,                    461                  ,                    2209                  ,                    4.8                  ,                    20                  ,                    18                  ,                    2                  ,                    46T                  ,                    134                  ,                    29.1                  ,                    8                  ,2021
Panthers,                    455                  ,                    1842                  ,                    4                  ,                    17                  ,                    8                  ,                    0                  ,                    33T                  ,                    118                  ,                    25.9                  ,                    10                  ,2021
Broncos,                    455                  ,                    2025                  ,                    4.4                  ,                    16                  ,                    10                  ,                    3                  ,                    70                  ,                    124                  ,                    27.2                  ,                    7                  ,2021
Vikings,                    449                  ,                    1930                  ,                    4.3                  ,                    10                  ,                    13                  ,                    2                  ,                    66                  ,                    103                  ,                    22.9                  ,                    6                  ,2021
Packers,                    446                  ,                    1900                  ,                    4.3                  ,                    13                  ,                    7                  ,                    1                  ,                    57                  ,                    109                  ,                    24.4                  ,                    5                  ,2021
Dolphins,                    442                  ,                    1568                  ,                    3.6                  ,                    12                  ,                    5                  ,                    0                  ,                    30T                  ,                    87                  ,                    19.7                  ,                    5                  ,2021
Bengals,                    436                  ,                    1742                  ,                    4                  ,                    16                  ,                    8                  ,                    1                  ,                    46T                  ,                    96                  ,                    22                  ,                    2                  ,2021
Chiefs,                    431                  ,                    1955                  ,                    4.5                  ,                    16                  ,                    9                  ,                    1                  ,                    51                  ,                    119                  ,                    27.6                  ,                    8                  ,2021
Lions,                    427                  ,                    1886                  ,                    4.4                  ,                    12                  ,                    12                  ,                    2                  ,                    57                  ,                    104                  ,                    24.4                  ,                    6                  ,2021
Chargers,                    423                  ,                    1834                  ,                    4.3                  ,                    18                  ,                    7                  ,                    1                  ,                    75                  ,                    112                  ,                    26.5                  ,                    3                  ,2021
Texans,                    420                  ,                    1422                  ,                    3.4                  ,                    8                  ,                    6                  ,                    0                  ,                    36                  ,                    77                  ,                    18.3                  ,                    5                  ,2021
Rams,                    420                  ,                    1683                  ,                    4                  ,                    10                  ,                    3                  ,                    0                  ,                    39T                  ,                    99                  ,                    23.6                  ,                    3                  ,2021
Giants,                    419                  ,                    1688                  ,                    4                  ,                    8                  ,                    9                  ,                    2                  ,                    46                  ,                    90                  ,                    21.5                  ,                    4                  ,2021
Raiders,                    414                  ,                    1617                  ,                    3.9                  ,                    14                  ,                    7                  ,                    0                  ,                    31                  ,                    95                  ,                    23                  ,                    9                  ,2021
Seahawks,                    413                  ,                    2074                  ,                    5                  ,                    18                  ,                    18                  ,                    3                  ,                    73                  ,                    106                  ,                    25.7                  ,                    4                  ,2021
Steelers,                    411                  ,                    1583                  ,                    3.8                  ,                    10                  ,                    9                  ,                    0                  ,                    37                  ,                    85                  ,                    20.7                  ,                    0                  ,2021
Falcons,                    393                  ,                    1451                  ,                    3.7                  ,                    11                  ,                    2                  ,                    0                  ,                    39T                  ,                    75                  ,                    19.1                  ,                    9                  ,2021
Jaguars,                    392                  ,                    1755                  ,                    4.5                  ,                    13                  ,                    7                  ,                    2                  ,                    66T                  ,                    92                  ,                    23.5                  ,                    6                  ,2021
Buccaneers,                    385                  ,                    1672                  ,                    4.3                  ,                    18                  ,                    9                  ,                    2                  ,                    55                  ,                    106                  ,                    27.5                  ,                    3                  ,2021
Jets,                    380                  ,                    1667                  ,                    4.4                  ,                    14                  ,                    9                  ,                    2                  ,                    55                  ,                    87                  ,                    22.9                  ,                    1                  ,2021
Falcons,                    559                  ,                    2718                  ,                    4.9                  ,                    17                  ,                    17                  ,                    4                  ,                    44                  ,                    152                  ,                    27.2                  ,                    8                  ,2022
Bears,                    558                  ,                    3014                  ,                    5.4                  ,                    18                  ,                    20                  ,                    8                  ,                    67                  ,                    148                  ,                    26.5                  ,                    10                  ,2022
Eagles,                    544                  ,                    2509                  ,                    4.6                  ,                    32                  ,                    17                  ,                    2                  ,                    42T                  ,                    161                  ,                    29.6                  ,                    7                  ,2022
Commanders,                    538                  ,                    2143                  ,                    4                  ,                    9                  ,                    8                  ,                    0                  ,                    33                  ,                    124                  ,                    23                  ,                    8                  ,2022
Browns,                    532                  ,                    2490                  ,                    4.7                  ,                    19                  ,                    21                  ,                    1                  ,                    41                  ,                    142                  ,                    26.7                  ,                    4                  ,2022
Cowboys,                    531                  ,                    2298                  ,                    4.3                  ,                    24                  ,                    17                  ,                    3                  ,                    57                  ,                    129                  ,                    24.3                  ,                    2                  ,2022
Ravens,                    526                  ,                    2720                  ,                    5.2                  ,                    14                  ,                    18                  ,                    3                  ,                    79T                  ,                    167                  ,                    31.8                  ,                    9                  ,2022
Giants,                    520                  ,                    2519                  ,                    4.8                  ,                    21                  ,                    15                  ,                    2                  ,                    68                  ,                    150                  ,                    28.8                  ,                    5                  ,2022
49ers,                    504                  ,                    2360                  ,                    4.7                  ,                    20                  ,                    19                  ,                    4                  ,                    71                  ,                    132                  ,                    26.2                  ,                    7                  ,2022
Steelers,                    500                  ,                    2073                  ,                    4.2                  ,                    16                  ,                    8                  ,                    0                  ,                    36                  ,                    129                  ,                    25.8                  ,                    6                  ,2022
Titans,                    487                  ,                    2131                  ,                    4.4                  ,                    16                  ,                    13                  ,                    4                  ,                    56                  ,                    104                  ,                    21.4                  ,                    7                  ,2022
Panthers,                    483                  ,                    2210                  ,                    4.6                  ,                    16                  ,                    15                  ,                    3                  ,                    60T                  ,                    119                  ,                    24.6                  ,                    10                  ,2022
Lions,                    480                  ,                    2179                  ,                    4.5                  ,                    23                  ,                    12                  ,                    7                  ,                    58                  ,                    114                  ,                    23.8                  ,                    5                  ,2022
Saints,                    465                  ,                    1982                  ,                    4.3                  ,                    12                  ,                    7                  ,                    3                  ,                    60                  ,                    103                  ,                    22.2                  ,                    8                  ,2022
Packers,                    456                  ,                    2113                  ,                    4.6                  ,                    12                  ,                    10                  ,                    1                  ,                    46T                  ,                    116                  ,                    25.4                  ,                    5                  ,2022
Jaguars,                    448                  ,                    2116                  ,                    4.7                  ,                    16                  ,                    15                  ,                    6                  ,                    62                  ,                    114                  ,                    25.4                  ,                    9                  ,2022
Broncos,                    444                  ,                    1935                  ,                    4.4                  ,                    11                  ,                    7                  ,                    1                  ,                    52                  ,                    105                  ,                    23.6                  ,                    10                  ,2022
Colts,                    439                  ,                    1866                  ,                    4.2                  ,                    8                  ,                    9                  ,                    1                  ,                    66T                  ,                    91                  ,                    20.7                  ,                    8                  ,2022
Cardinals,                    434                  ,                    1873                  ,                    4.3                  ,                    15                  ,                    9                  ,                    2                  ,                    45                  ,                    115                  ,                    26.5                  ,                    11                  ,2022
Bills,                    430                  ,                    2232                  ,                    5.2                  ,                    15                  ,                    20                  ,                    2                  ,                    44T                  ,                    128                  ,                    29.8                  ,                    12                  ,2022
Raiders,                    428                  ,                    2059                  ,                    4.8                  ,                    12                  ,                    9                  ,                    2                  ,                    86T                  ,                    122                  ,                    28.5                  ,                    5                  ,2022
Patriots,                    425                  ,                    1812                  ,                    4.3                  ,                    12                  ,                    11                  ,                    2                  ,                    49                  ,                    98                  ,                    23.1                  ,                    8                  ,2022
Seahawks,                    425                  ,                    2042                  ,                    4.8                  ,                    12                  ,                    18                  ,                    4                  ,                    74                  ,                    106                  ,                    24.9                  ,                    5                  ,2022
Chiefs,                    417                  ,                    1970                  ,                    4.7                  ,                    18                  ,                    10                  ,                    1                  ,                    52                  ,                    105                  ,                    25.2                  ,                    8                  ,2022
Rams,                    411                  ,                    1661                  ,                    4                  ,                    15                  ,                    8                  ,                    1                  ,                    42                  ,                    89                  ,                    21.6                  ,                    5                  ,2022
Jets,                    405                  ,                    1686                  ,                    4.2                  ,                    13                  ,                    11                  ,                    2                  ,                    62                  ,                    79                  ,                    19.5                  ,                    4                  ,2022
Vikings,                    404                  ,                    1661                  ,                    4.1                  ,                    18                  ,                    5                  ,                    3                  ,                    81                  ,                    93                  ,                    23                  ,                    5                  ,2022
Chargers,                    404                  ,                    1524                  ,                    3.8                  ,                    15                  ,                    6                  ,                    2                  ,                    72T                  ,                    93                  ,                    23                  ,                    6                  ,2022
Bengals,                    399                  ,                    1528                  ,                    3.8                  ,                    14                  ,                    7                  ,                    1                  ,                    40                  ,                    96                  ,                    24.1                  ,                    0                  ,2022
Texans,                    398                  ,                    1476                  ,                    3.7                  ,                    7                  ,                    7                  ,                    2                  ,                    75                  ,                    90                  ,                    22.6                  ,                    10                  ,2022
Dolphins,                    390                  ,                    1686                  ,                    4.3                  ,                    12                  ,                    10                  ,                    1                  ,                    67                  ,                    93                  ,                    23.8                  ,                    5                  ,2022
Buccaneers,                    386                  ,                    1308                  ,                    3.4                  ,                    5                  ,                    3                  ,                    0                  ,                    35                  ,                    79                  ,                    20.5                  ,                    5                  ,2022
Ravens,                    541                  ,                    2661                  ,                    4.9                  ,                    26                  ,                    21                  ,                    4                  ,                    60                  ,                    144                  ,                    26.6                  ,                    7                  ,2023
Bears,                    534                  ,                    2399                  ,                    4.5                  ,                    16                  ,                    13                  ,                    0                  ,                    39T                  ,                    137                  ,                    25.7                  ,                    5                  ,2023
Falcons,                    522                  ,                    2159                  ,                    4.1                  ,                    14                  ,                    11                  ,                    0                  ,                    38                  ,                    121                  ,                    23.2                  ,                    13                  ,2023
Browns,                    518                  ,                    2017                  ,                    3.9                  ,                    15                  ,                    9                  ,                    3                  ,                    69                  ,                    121                  ,                    23.4                  ,                    9                  ,2023
Bills,                    512                  ,                    2212                  ,                    4.3                  ,                    22                  ,                    9                  ,                    1                  ,                    42                  ,                    158                  ,                    30.9                  ,                    9                  ,2023
Eagles,                    510                  ,                    2190                  ,                    4.3                  ,                    22                  ,                    11                  ,                    1                  ,                    43                  ,                    149                  ,                    29.2                  ,                    9                  ,2023
Lions,                    500                  ,                    2311                  ,                    4.6                  ,                    27                  ,                    15                  ,                    3                  ,                    75                  ,                    124                  ,                    24.8                  ,                    7                  ,2023
49ers,                    499                  ,                    2389                  ,                    4.8                  ,                    27                  ,                    11                  ,                    3                  ,                    72                  ,                    147                  ,                    29.5                  ,                    5                  ,2023
Steelers,                    487                  ,                    2010                  ,                    4.1                  ,                    16                  ,                    14                  ,                    1                  ,                    74T                  ,                    115                  ,                    23.6                  ,                    9                  ,2023
Saints,                    480                  ,                    1742                  ,                    3.6                  ,                    13                  ,                    4                  ,                    0                  ,                    29                  ,                    112                  ,                    23.3                  ,                    6                  ,2023
Colts,                    479                  ,                    2059                  ,                    4.3                  ,                    19                  ,                    14                  ,                    4                  ,                    56                  ,                    113                  ,                    23.6                  ,                    4                  ,2023
Rams,                    477                  ,                    2045                  ,                    4.3                  ,                    18                  ,                    11                  ,                    1                  ,                    56                  ,                    110                  ,                    23.1                  ,                    2                  ,2023
Cardinals,                    471                  ,                    2365                  ,                    5                  ,                    17                  ,                    23                  ,                    5                  ,                    49                  ,                    127                  ,                    27                  ,                    9                  ,2023
Cowboys,                    468                  ,                    1920                  ,                    4.1                  ,                    14                  ,                    12                  ,                    1                  ,                    46                  ,                    113                  ,                    24.2                  ,                    4                  ,2023
Dolphins,                    456                  ,                    2308                  ,                    5.1                  ,                    27                  ,                    17                  ,                    8                  ,                    76T                  ,                    113                  ,                    24.8                  ,                    13                  ,2023
Giants,                    454                  ,                    1874                  ,                    4.1                  ,                    10                  ,                    12                  ,                    0                  ,                    36                  ,                    97                  ,                    21.4                  ,                    8                  ,2023
Jaguars,                    453                  ,                    1646                  ,                    3.6                  ,                    17                  ,                    9                  ,                    1                  ,                    62T                  ,                    98                  ,                    21.6                  ,                    5                  ,2023
Broncos,                    451                  ,                    1810                  ,                    4                  ,                    8                  ,                    9                  ,                    0                  ,                    38                  ,                    116                  ,                    25.7                  ,                    5                  ,2023
Panthers,                    445                  ,                    1769                  ,                    4                  ,                    7                  ,                    9                  ,                    1                  ,                    48T                  ,                    111                  ,                    24.9                  ,                    5                  ,2023
Titans,                    444                  ,                    1846                  ,                    4.2                  ,                    16                  ,                    10                  ,                    2                  ,                    69                  ,                    103                  ,                    23.2                  ,                    6                  ,2023
Texans,                    444                  ,                    1647                  ,                    3.7                  ,                    10                  ,                    4                  ,                    0                  ,                    24                  ,                    84                  ,                    18.9                  ,                    5                  ,2023
Packers,                    441                  ,                    1905                  ,                    4.3                  ,                    10                  ,                    13                  ,                    1                  ,                    40T                  ,                    101                  ,                    22.9                  ,                    6                  ,2023
Buccaneers,                    439                  ,                    1509                  ,                    3.4                  ,                    8                  ,                    5                  ,                    0                  ,                    38T                  ,                    79                  ,                    18                  ,                    4                  ,2023
Chargers,                    431                  ,                    1642                  ,                    3.8                  ,                    11                  ,                    9                  ,                    3                  ,                    55T                  ,                    89                  ,                    20.6                  ,                    6                  ,2023
Chiefs,                    417                  ,                    1784                  ,                    4.3                  ,                    9                  ,                    10                  ,                    1                  ,                    48T                  ,                    107                  ,                    25.7                  ,                    2                  ,2023
Patriots,                    415                  ,                    1627                  ,                    3.9                  ,                    9                  ,                    3                  ,                    1                  ,                    64                  ,                    93                  ,                    22.4                  ,                    3                  ,2023
Raiders,                    413                  ,                    1542                  ,                    3.7                  ,                    11                  ,                    7                  ,                    3                  ,                    63                  ,                    83                  ,                    20.1                  ,                    5                  ,2023
Vikings,                    393                  ,                    1553                  ,                    4                  ,                    7                  ,                    5                  ,                    0                  ,                    31                  ,                    79                  ,                    20.1                  ,                    9                  ,2023
Jets,                    388                  ,                    1647                  ,                    4.2                  ,                    7                  ,                    9                  ,                    4                  ,                    83                  ,                    77                  ,                    19.8                  ,                    11                  ,2023
Bengals,                    383                  ,                    1527                  ,                    4                  ,                    12                  ,                    7                  ,                    1                  ,                    44                  ,                    90                  ,                    23.5                  ,                    1                  ,2023
Seahawks,                    382                  ,                    1580                  ,                    4.1                  ,                    11                  ,                    13                  ,                    1                  ,                    45T                  ,                    93                  ,                    24.4                  ,                    2                  ,2023
Commanders,                    359                  ,                    1592                  ,                    4.4                  ,                    14                  ,                    8                  ,                    0                  ,                    29                  ,                    99                  ,                    27.6                  ,                    6                  ,2023
Eagles,                    621                  ,                    3048                  ,                    4.9                  ,                    29                  ,                    25                  ,                    7                  ,                    72T                  ,                    164                  ,                    26.4                  ,                    6                  ,2024
Ravens,                    554                  ,                    3189                  ,                    5.8                  ,                    21                  ,                    29                  ,                    7                  ,                    87                  ,                    164                  ,                    29.6                  ,                    9                  ,2024
Lions,                    534                  ,                    2488                  ,                    4.7                  ,                    29                  ,                    14                  ,                    3                  ,                    70T                  ,                    144                  ,                    27                  ,                    3                  ,2024
Steelers,                    533                  ,                    2166                  ,                    4.1                  ,                    14                  ,                    11                  ,                    0                  ,                    36T                  ,                    122                  ,                    22.9                  ,                    8                  ,2024
Packers,                    526                  ,                    2496                  ,                    4.8                  ,                    23                  ,                    15                  ,                    0                  ,                    38                  ,                    142                  ,                    27                  ,                    8                  ,2024
Commanders,                    526                  ,                    2619                  ,                    5                  ,                    25                  ,                    19                  ,                    4                  ,                    50T                  ,                    154                  ,                    29.3                  ,                    7                  ,2024
Colts,                    496                  ,                    2331                  ,                    4.7                  ,                    20                  ,                    18                  ,                    4                  ,                    70T                  ,                    130                  ,                    26.2                  ,                    10                  ,2024
Falcons,                    495                  ,                    2219                  ,                    4.5                  ,                    18                  ,                    10                  ,                    0                  ,                    37                  ,                    133                  ,                    26.9                  ,                    6                  ,2024
Bills,                    491                  ,                    2230                  ,                    4.5                  ,                    32                  ,                    13                  ,                    4                  ,                    65T                  ,                    140                  ,                    28.5                  ,                    2                  ,2024
Buccaneers,                    483                  ,                    2536                  ,                    5.2                  ,                    16                  ,                    15                  ,                    4                  ,                    56                  ,                    137                  ,                    28.4                  ,                    12                  ,2024
Cardinals,                    463                  ,                    2451                  ,                    5.3                  ,                    18                  ,                    17                  ,                    7                  ,                    53                  ,                    136                  ,                    29.4                  ,                    9                  ,2024
Chargers,                    463                  ,                    1882                  ,                    4.1                  ,                    17                  ,                    11                  ,                    5                  ,                    61                  ,                    110                  ,                    23.8                  ,                    5                  ,2024
Broncos,                    461                  ,                    1908                  ,                    4.1                  ,                    12                  ,                    10                  ,                    1                  ,                    43                  ,                    124                  ,                    26.9                  ,                    5                  ,2024
Vikings,                    457                  ,                    1855                  ,                    4.1                  ,                    9                  ,                    6                  ,                    2                  ,                    58                  ,                    100                  ,                    21.9                  ,                    6                  ,2024
49ers,                    457                  ,                    2163                  ,                    4.7                  ,                    17                  ,                    13                  ,                    1                  ,                    76                  ,                    120                  ,                    26.3                  ,                    7                  ,2024
Titans,                    450                  ,                    1855                  ,                    4.1                  ,                    11                  ,                    8                  ,                    1                  ,                    41                  ,                    112                  ,                    24.9                  ,                    11                  ,2024
Chiefs,                    450                  ,                    1790                  ,                    4                  ,                    15                  ,                    7                  ,                    0                  ,                    34T                  ,                    106                  ,                    23.6                  ,                    4                  ,2024
Rams,                    450                  ,                    1765                  ,                    3.9                  ,                    15                  ,                    3                  ,                    0                  ,                    30                  ,                    119                  ,                    26.4                  ,                    7                  ,2024
Dolphins,                    448                  ,                    1795                  ,                    4                  ,                    12                  ,                    8                  ,                    3                  ,                    61T                  ,                    90                  ,                    20.1                  ,                    10                  ,2024
Patriots,                    446                  ,                    1969                  ,                    4.4                  ,                    11                  ,                    9                  ,                    2                  ,                    45T                  ,                    101                  ,                    22.6                  ,                    14                  ,2024
